7.8,7.6,1.18571428571
8.6,7.7,0.478571428571
7.1,7.7,0.4
7.3,7.9,0.478571428571
8.8,8.2,0.4
8.3,7.6,0.557142857143
7.5,7.7,0.478571428571
8.2,8.0,0.4
9.0,8.5,0.478571428571
6.6,7.6,0.4
7.7,7.9,0.792857142857
9.2,8.7,0.4
7.6,7.8,1.02857142857
8.1,8.3,0.4
8.4,7.8,0.478571428571
8.4,7.6,0.4
8.3,8.1,0.557142857143
7.3,8.0,0.4
8.0,7.6,1.42142857143
8.7,8.6,0.4
6.8,7.7,0.4
7.8,8.0,0.478571428571
8.8,8.1,0.4
8.4,7.9,0.557142857143
8.4,8.2,0.557142857143
8.1,7.8,0.871428571429
8.3,7.8,0.714285714286
7.2,7.7,0.871428571429
8.6,7.9,0.557142857143
8.3,8.2,0.4
7.8,8.1,0.478571428571
7.9,7.8,0.557142857143
6.8,7.6,0.4
8.7,8.4,0.557142857143
8.6,8.2,0.557142857143
8.5,8.1,0.4
8.5,8.3,0.4
8.4,7.7,0.478571428571
7.2,7.8,0.4
7.9,7.6,1.18571428571
7.3,7.8,0.4
8.7,8.0,0.478571428571
8.8,8.0,0.4
7.7,8.0,0.478571428571
7.9,8.0,0.4
8.5,8.7,0.478571428571
8.3,8.0,0.635714285714
8.5,7.7,0.478571428571
7.4,8.0,0.478571428571
8.5,8.2,0.4
8.5,8.4,0.478571428571
8.7,7.6,0.4
7.8,7.9,0.4
7.1,7.8,0.4
8.1,7.9,0.792857142857
6.4,7.6,0.4
7.6,8.1,0.4
6.9,7.8,0.4
7.6,7.6,1.5
7.5,8.0,0.478571428571
6.6,7.7,0.4
8.1,8.0,0.714285714286
5.5,7.6,0.4
8.6,7.8,0.478571428571
6.9,7.6,0.557142857143
8.5,7.8,0.557142857143
8.4,8.1,0.478571428571
8.3,7.9,0.871428571429
8.4,8.3,0.4
9.0,8.0,0.4
8.0,7.9,0.635714285714
8.7,8.3,0.4
7.7,7.6,1.18571428571
9.0,8.2,0.4
7.7,7.7,1.18571428571
8.8,8.6,0.4
8.5,8.0,0.478571428571
8.1,7.6,0.95
7.6,7.5,0.4
7.6,7.9,0.714285714286
7.4,7.6,0.95
7.5,7.6,1.34285714286
7.9,7.7,0.792857142857
8.1,8.1,0.4
8.8,8.3,0.478571428571
7.8,8.2,0.4
8.2,7.6,0.635714285714
7.0,7.8,0.4
7.4,7.9,0.557142857143
7.5,7.8,0.635714285714
8.2,7.8,0.635714285714
8.5,7.9,0.557142857143
7.1,7.9,0.557142857143
6.5,7.6,0.478571428571
7.3,7.6,0.871428571429
7.4,7.8,0.478571428571
8.5,7.6,0.635714285714
8.6,8.0,0.4
8.2,8.1,0.557142857143
7.9,8.2,0.4
8.9,8.4,0.478571428571
7.8,7.7,1.5
7.8,7.8,0.871428571429
8.7,7.9,0.635714285714
7.0,7.6,0.635714285714
7.0,7.7,0.557142857143
7.2,8.0,0.4
7.1,7.6,0.557142857143
8.0,7.8,1.10714285714
7.2,7.6,1.02857142857
8.2,7.7,0.714285714286
9.3,8.8,0.4
7.4,7.5,0.4
8.0,7.7,1.26428571429
7.2,7.5,0.4
8.1,7.7,1.02857142857
8.9,8.6,0.4
8.4,8.0,0.871428571429
7.5,7.5,0.4
8.2,7.9,0.871428571429
8.2,8.2,0.4
7.3,7.7,0.478571428571
7.9,7.9,0.635714285714
7.7,8.2,0.4
7.7,7.8,0.792857142857
8.3,7.7,0.635714285714
7.4,7.7,0.635714285714
8.0,8.1,0.478571428571
8.3,8.3,0.4
8.1,8.2,0.4
8.0,8.0,0.478571428571
7.6,7.7,0.792857142857
