time,version,after_xp_changes,mode,duration,replay
1548278164,2.42.1,True,QM,1160.625,Blackheart's Bay (28).StormReplay
1548279870,2.42.1,True,QM,1508.9375,Braxis Holdout (41).StormReplay
1548436742,2.42.1,True,QM,951.75,Infernal Shrines (38).StormReplay
1548437867,2.42.1,True,QM,911.0625,Sky Temple (56).StormReplay
1548439240,2.42.1,True,QM,1222.625,Garden of Terror (36).StormReplay
1548440371,2.42.1,True,QM,930.875,Dragon Shire (49).StormReplay
1548441870,2.42.1,True,QM,1335.875,Alterac Pass (49).StormReplay
1548442846,2.42.1,True,QM,674.625,Hanamura Temple (25).StormReplay
1548444181,2.42.1,True,QM,1112.25,Battlefield of Eternity (37).StormReplay
1548446030,2.42.1,True,QM,1717.375,Tomb of the Spider Queen (55).StormReplay
1548599485,2.42.1,True,QM,1180.4375,Cursed Hollow (50).StormReplay
1548600490,2.42.1,True,QM,863.4375,Alterac Pass (50).StormReplay
1548615514,2.42.1,True,TL,1835.125,Infernal Shrines (39).StormReplay
1548617320,2.42.1,True,TL,1296.125,Dragon Shire (50).StormReplay
1548708213,2.42.1,True,QM,1810.9375,Infernal Shrines (40).StormReplay
1548709375,2.42.1,True,QM,973.6875,Hanamura Temple (26).StormReplay
1548710969,2.42.1,True,QM,1429.6875,Garden of Terror (37).StormReplay
1548712523,2.42.1,True,QM,1404.3125,Blackheart's Bay (29).StormReplay
1548791800,2.42.1,True,QM,1157.4375,Cursed Hollow (51).StormReplay
1548793758,2.42.1,True,TL,1478.3125,Volskaya Foundry (24).StormReplay
1548795386,2.42.1,True,TL,1113.125,Braxis Holdout (42).StormReplay
1548876356,2.42.1,True,QM,1744.875,Dragon Shire (51).StormReplay
1548878557,2.42.1,True,TL,1297.4375,Sky Temple (58).StormReplay
1548880274,2.42.1,True,TL,1248.0,Infernal Shrines (41).StormReplay
1548881868,2.42.1,True,TL,1141.125,Dragon Shire (52).StormReplay
